NO,단어,URL
3679,영산회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278015/MOV000276057_700X466.mp4
3680,영산회상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278016/MOV000276062_700X466.mp4
3681,오견,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278119/MOV000276079_700X466.mp4
3682,오계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278120/MOV000276083_700X466.mp4
3683,오백나한,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278124/MOV000276096_700X466.mp4
3684,오온,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278125/MOV000276100_700X466.mp4
3685,오체투지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278128/MOV000276116_700X466.mp4
3686,오탁,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278129/MOV000276122_700X466.mp4
3687,옴마니밧메훔,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278230/MOV000276130_700X466.mp4
3688,요령,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278233/MOV000276140_700X466.mp4
3689,욕계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278235/MOV000276145_700X466.mp4
3690,우란분재,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278238/MOV000276155_700X466.mp4
3691,우바리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278239/MOV000276163_700X466.mp4
3692,우바새,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278240/MOV000276166_700X466.mp4
3693,우바이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278241/MOV000276170_700X466.mp4
3694,운판,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278343/MOV000276184_700X466.mp4
3695,원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278344/MOV000276189_700X466.mp4
3696,원리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278345/MOV000276191_700X466.mp4
3697,원융하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278348/MOV000276203_700X466.mp4
3698,원통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278349/MOV000276206_700X466.mp4
3699,유식,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278350/MOV000276209_700X466.mp4
3700,육계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278353/MOV000276219_700X466.mp4
3701,육근,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278354/MOV000276223_700X466.mp4
3702,육도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278355/MOV000276226_700X466.mp4
3703,육바라밀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278456/MOV000276234_700X466.mp4
3704,육자명호,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278460/MOV000276251_700X466.mp4
3705,윤회생사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278462/MOV000276257_700X466.mp4
3706,율,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278464/MOV000276263_700X466.mp4
3707,나아만 대장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284303/MOV000281007_700X466.mp4
3708,나팔절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284304/MOV000281012_700X466.mp4
3709,나훔,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284305/MOV000281015_700X466.mp4
3710,낙원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284307/MOV000281020_700X466.mp4
3711,납달리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284309/MOV000281026_700X466.mp4
3712,네로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284312/MOV000281037_700X466.mp4
3713,네피림,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284313/MOV000281040_700X466.mp4
3714,노방전도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284315/MOV000281046_700X466.mp4
3715,노여움,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284318/MOV000281054_700X466.mp4
3716,노회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284320/MOV000281060_700X466.mp4
3717,놋뱀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284321/MOV000281062_700X466.mp4
3718,누가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284322/MOV000281066_700X466.mp4
3719,누룩,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284324/MOV000281072_700X466.mp4
3720,뉘우치다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284326/MOV000281079_700X466.mp4
3721,느디님,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284327/MOV000281082_700X466.mp4
3722,느헤미야,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347021/MOV000302268_700X466.mp4
3723,니고데모,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284331/MOV000281096_700X466.mp4
3724,니느웨,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284333/MOV000281103_700X466.mp4
3725,다니엘서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284337/MOV000281113_700X466.mp4
3726,다대오,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284338/MOV000281116_700X466.mp4
3727,다른 복음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284340/MOV000281121_700X466.mp4
3728,다말,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284342/MOV000281129_700X466.mp4
3729,다메섹,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284343/MOV000281131_700X466.mp4
3730,달란트,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284348/MOV000281146_700X466.mp4
3731,달리다굼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284349/MOV000281150_700X466.mp4
3732,당회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284352/MOV000281158_700X466.mp4
3733,당회장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284354/MOV000281165_700X466.mp4
3734,당회장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284355/MOV000281169_700X466.mp4
3735,대제사장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284360/MOV000281185_700X466.mp4
3736,데가볼리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284362/MOV000281195_700X466.mp4
3737,데나리온,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284363/MOV000281197_700X466.mp4
3738,데살로니가전서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284366/MOV000281207_700X466.mp4
3739,데살로니가후서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284367/MOV000281210_700X466.mp4
3740,데오빌로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284368/MOV000281213_700X466.mp4
3741,도피성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284372/MOV000281224_700X466.mp4
3742,돌비,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284374/MOV000281231_700X466.mp4
3743,동역자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284376/MOV000281237_700X466.mp4
3744,두아디라교회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284381/MOV000281253_700X466.mp4
3745,드로아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284384/MOV000281266_700X466.mp4
3746,드보라,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284385/MOV000281268_700X466.mp4
3747,들러리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284386/MOV000281270_700X466.mp4
3748,들릴라,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284387/MOV000281274_700X466.mp4
3749,디도서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284391/MOV000281284_700X466.mp4
3750,디모데전서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284393/MOV000281290_700X466.mp4
3751,디아스포라,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284396/MOV000281298_700X466.mp4
3752,라가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284397/MOV000281302_700X466.mp4
3753,라오디게아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284401/MOV000281318_700X466.mp4
3754,랍비,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284405/MOV000281330_700X466.mp4
3755,레위,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284408/MOV000281340_700X466.mp4
3756,레위족속,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284410/MOV000281346_700X466.mp4
3757,렙돈,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284411/MOV000281350_700X466.mp4
3758,로마서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284413/MOV000281356_700X466.mp4
3759,루디아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284415/MOV000281361_700X466.mp4
3760,명의 신탁,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252916/MOV000265492_700X466.mp4
3761,모법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252917/MOV000265496_700X466.mp4
3762,몰수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252919/MOV000265501_700X466.mp4
3763,무기 금고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252921/MOV000265508_700X466.mp4
3764,무기 징역,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252922/MOV000265512_700X466.mp4
3765,물권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252926/MOV000265524_700X466.mp4
3766,미성년자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252927/MOV000265527_700X466.mp4
3767,미수범,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252928/MOV000265531_700X466.mp4
3768,민사 소송법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253029/MOV000265537_700X466.mp4
3769,민사 재판,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253030/MOV000265542_700X466.mp4
3770,배서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253036/MOV000265561_700X466.mp4
3771,벌금,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253037/MOV000265564_700X466.mp4
3772,법규,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253039/MOV000265571_700X466.mp4
3773,법무사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253041/MOV000265575_700X466.mp4
3774,법정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253142/MOV000265582_700X466.mp4
3775,법학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253145/MOV000265593_700X466.mp4
3776,변론,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253146/MOV000265595_700X466.mp4
3777,변조,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253149/MOV000265606_700X466.mp4
3778,변호사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253150/MOV000265608_700X466.mp4
3779,보상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253152/MOV000265615_700X466.mp4
3780,보수 교육,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253154/MOV000265622_700X466.mp4
3781,보조 공학 기기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253155/MOV000265625_700X466.mp4
3782,보호 처분,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253258/MOV000265639_700X466.mp4
3783,복지 시설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253259/MOV000265642_700X466.mp4
3784,부동산,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253261/MOV000265650_700X466.mp4
3785,불법 행위,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253264/MOV000265659_700X466.mp4
3786,비영리 법인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253266/MOV000265666_700X466.mp4
3787,사면,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253368/MOV000265674_700X466.mp4
3788,사법 시험,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253369/MOV000265677_700X466.mp4
3789,사실 오인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253372/MOV000265687_700X466.mp4
3790,사실 인정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253373/MOV000265691_700X466.mp4
3791,사형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253375/MOV000265698_700X466.mp4
3792,살인범,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253379/MOV000265710_700X466.mp4
3793,상고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253381/MOV000265715_700X466.mp4
3794,상속,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253482/MOV000265723_700X466.mp4
3795,석방,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253485/MOV000265732_700X466.mp4
3796,선고 유예,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253488/MOV000265740_700X466.mp4
3797,세법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253594/MOV000265763_700X466.mp4
3798,소년 법원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253596/MOV000265771_700X466.mp4
3799,소년원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253597/MOV000265776_700X466.mp4
3800,소명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253600/MOV000265786_700X466.mp4
3801,소의 취하,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253602/MOV000265793_700X466.mp4
3802,소환,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253606/MOV000265809_700X466.mp4
3803,손괴죄,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253707/MOV000265816_700X466.mp4
3804,수리권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253710/MOV000265826_700X466.mp4
3805,수색 영장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253711/MOV000265831_700X466.mp4
3806,시행 규칙,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253716/MOV000265849_700X466.mp4
3807,시행령,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/253717/MOV000265854_700X466.mp4
3808,전이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265463/MOV000270832_700X466.mp4
3809,전체의학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265464/MOV000270835_700X466.mp4
3810,절개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265465/MOV000270839_700X466.mp4
3811,절식,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265468/MOV000270848_700X466.mp4
3812,절제,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265469/MOV000270851_700X466.mp4
3813,절차,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265471/MOV000270858_700X466.mp4
3814,점안약,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265473/MOV000270864_700X466.mp4
3815,점적주입법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265575/MOV000270874_700X466.mp4
3816,접골,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265576/MOV000270878_700X466.mp4
3817,접촉,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265578/MOV000270884_700X466.mp4
